model_year,kms_driven,owner,location,mileage,power,price,new_col,CC,brand_name
2019,17000.0,1,gurgaon,52.95,15.3,80000,False,160,Bajaj Avenger Street 
2018,13966.0,2,bangalore,38.0,21.0,80100,False,220,Bajaj Pulsar 
2019,11200.0,1,jaipur,35.0,19.8,120000,False,350,Royal Enfield Bullet Electra Twinspark 
2015,19000.0,3,bangalore,25.0,27.2,110000,False,500,Royal Enfield Thunderbird 
2018,20000.0,1,bangalore,35.0,19.8,149000,False,350,Royal Enfield Classic 
2016,10000.0,1,thiruvananthapuram,27.0,26.21,175000,False,250,Hyosung Aquila GV
2017,23000.0,1,dhamtari,35.0,24.6,95000,False,200,KTM Duke 
2017,27000.0,2,budaun,53.0,19.0,60000,False,220,Bajaj Avenger Street 
2018,16804.314654761907,2,ropar,35.0,24.5,125000,True,200,Bajaj Pulsar RS
2011,10394.0,2,namakkal,21.0,67.2,329000,False,650,Kawasaki Ninja 
2018,19212.0,1,kurukshetra,51.48,14.6,75000,False,150,Suzuki Intruder 
2019,20000.0,1,thane,65.0,17.0,78000,False,180,Bajaj Pulsar 
2016,27000.0,1,ahmedabad,50.0,14.3,52100,False,150,Bajaj Avenger Street 
2014,16804.314654761907,2,unnao,65.0,14.85,35000,True,150,Bajaj Pulsar 
2017,6605.11895752201,1,morena,40.0,20.7,83500,True,200,TVS Apache RTR 
2013,6605.11895752201,1,gurgaon,35.0,23.19,37000,True,200,Bajaj Pulsar NS
2013,6605.11895752201,1,bangalore,65.0,10.0,41400,True,125,Honda CB Shine 
2009,60000.0,1,noida,53.0,14.0,45000,False,150,Hero Hunk 
2020,17000.0,1,-1,35.0,19.8,180000,False,350,Royal Enfield Classic 
2019,2500.0,1,chennai,59.82825197309464,16.1,95800,False,160,TVS Apache RTR 
2018,19600.0,1,vijayawada,35.0,19.8,165000,False,350,Royal Enfield Classic 
2017,6605.11895752201,1,davanagere,58.0,13.0,62200,True,150,Yamaha FZ16 
2017,6605.11895752201,1,delhi,40.0,20.7,72000,True,200,TVS Apache RTR 
2012,6605.11895752201,1,mathura,65.0,14.85,24100,True,150,Bajaj Pulsar 
2017,13000.0,1,vadodara,40.0,19.8,131100,False,350,Royal Enfield Thunderbird 
2011,6605.11895752201,1,ranchi,58.0,13.0,21100,True,150,Yamaha FZ16 
2009,25000.0,1,meerut,65.0,15.0,40000,False,180,Bajaj Pulsar 
2019,20373.0,2,-1,64.68,8.2,45600,False,110,TVS Radeon 
2014,6605.11895752201,1,-1,45.0,13.0,27693,True,150,Yamaha Fazer 
2018,25500.0,1,bangalore,43.0,20.3,110000,False,250,Yamaha FZ25 
2012,32000.0,1,gurgaon,35.0,19.8,71299,False,350,Royal Enfield Classic 
2016,9246.0,1,delhi,55.0,9.3,38400,False,110,Hero Splendor iSmart 
2011,16804.314654761907,2,delhi,65.0,14.85,20400,True,150,Bajaj Pulsar 
2015,47000.0,1,kurukshetra,35.0,19.0,40000,False,220,Bajaj Avenger Cruise 
2013,16804.314654761907,2,rewari,65.0,10.0,20100,True,125,Honda CB Shine 
2018,16804.314654761907,2,bangalore,84.0,8.25,58800,True,110,Honda Dream Yuga 
2006,46000.0,1,jaipur,81.0,8.2,26000,False,100,Hero Splendor Plus 
2019,6605.11895752201,1,hyderabad,65.0,15.0,81000,True,150,Bajaj Pulsar ABS 
2019,6605.11895752201,1,delhi,37.0,19.8,128000,True,350,Royal Enfield Bullet Twinspark 
2019,6605.11895752201,1,hyderabad,65.0,15.0,95000,True,150,Bajaj Pulsar 
2017,45000.0,1,hyderabad,55.0,8.9,57000,False,125,Hero Glamour Disc 
2017,31220.0,1,gurgaon,57.0,12.0,32000,False,125,Bajaj V12 
2011,80000.0,1,kasganj,45.0,8.25,20000,False,100,Hero Honda Splendor Plus 
2017,6605.11895752201,1,chandigarh,28.0,34.5,140000,True,400,Bajaj Dominar 
2020,9100.0,1,gautam buddha nagar,59.82825197309464,15.6,100000,False,160,TVS Apache RTR 
2016,22000.0,2,bangalore,25.0,26.01,160000,False,500,Royal Enfield Bullet 
2014,6605.11895752201,1,delhi,58.0,13.0,38400,True,150,Yamaha FZ16 
2019,7000.0,1,nagpur,42.0,16.0,180000,False,150,Yamaha YZF-R15 
2015,6605.11895752201,1,delhi,70.0,12.82,30000,True,150,Bajaj Discover 
2017,22000.0,2,panipat,52.07,15.29,55200,False,160,Bajaj Pulsar NS
2016,59947.0,1,navi mumbai,35.0,19.8,140000,False,350,Royal Enfield Classic 
2017,6605.11895752201,1,gurgaon,40.0,20.7,75000,True,200,TVS Apache RTR 
2014,20000.0,1,delhi,65.0,12.33,29900,False,125,Bajaj Discover 
2019,23000.0,1,delhi,29.09,47.0,250000,False,149.5,Royal Enfield Interceptor Chrome 
2016,52000.0,1,mumbai,64.0,13.0,45000,False,135,Bajaj Pulsar 
2017,33596.0,1,delhi,55.0,8.25,44000,False,100,Hero HF Deluxe self Alloy 
2016,17300.0,1,hyderabad,57.0,11.8,43000,False,150,Bajaj V15 
2017,6605.11895752201,1,kolkata,52.0,15.44,58000,True,160,Honda CB Hornet 
2016,33500.0,1,mumbai,50.0,14.3,44700,False,150,Bajaj Avenger Street 
2012,41467.0,1,hyderabad,40.0,17.0,38500,False,223,Hero Karizma R 
2018,12000.0,1,kanpur nagar,25.0,42.9,190800,False,390,KTM Duke 
2016,9000.0,1,chennai,25.0,37.73,203921,False,300,Benelli TNT 
2006,20263.0,1,aurangabad,89.0,8.1,25000,False,100,Bajaj CT 
2019,9500.0,1,nanpara,81.0,8.2,60000,False,180.18,Hero Splendor Plus i3s 
2019,1166.0,1,delhi,20.0,47.0,399000,False,750,Harley-Davidson Street 
2011,38000.0,1,lucknow,65.0,15.0,24000,False,180,Bajaj Pulsar 
2013,19000.0,1,ghaziabad,18.0,65.0,515000,False,151.9,Harley-Davidson Street Bob 
2018,5500.0,1,pune,21.0,67.2,515000,False,650,Kawasaki Ninja 
2015,22000.0,3,bangalore,42.0,16.0,80000,False,150,Yamaha YZF-R15 
2013,6605.11895752201,1,ghaziabad,18.0,65.0,699000,True,149.6,Harley-Davidson Fat Boy 
2019,11000.0,1,secunderabad,34.47864180181337,25.1,208800,False,250,Benelli Leoncino 
2018,16000.0,1,thane,51.59,14.6,90000,False,150,Suzuki Intruder 
2019,6605.11895752201,1,thane,52.0,15.44,95000,True,160,Honda CB Hornet 
2018,16100.0,1,mumbai,43.0,20.3,108937,False,250,Yamaha FZ25 
2018,6330.0,1,kalyan,43.85,18.7,125000,False,150,Yamaha YZF-R15 V3 
2020,12000.0,1,mumbai,43.0,20.51,103750,False,250,Yamaha FZS25 
2013,50000.0,1,delhi,60.0,8.5,31000,False,110,Mahindra Centuro 
2019,11798.0,1,bangalore,45.0,13.0,100000,False,150,Yamaha FZs 
2014,6605.11895752201,1,pune,58.0,13.0,46000,True,150,Yamaha FZ S V 2.0 
2013,34000.0,3,faridabad,65.0,12.33,17600,False,125,Bajaj Discover 
2014,29400.0,2,faridabad,75.0,9.0,19500,False,125,Hero Super Splendor 
2014,6605.11895752201,1,gurgaon,65.0,14.85,25000,True,150,Bajaj Pulsar 
2019,29300.0,1,ahmedabad,28.31,38.26,280000,False,302,Benelli 
2014,6605.11895752201,1,hyderabad,38.0,26.15,89990,True,250,Honda CBR 
2019,5929.0,1,ranchi,15.0,140.0,945000,False,100,Kawasaki Ninja 
2018,25500.0,1,bahadurgarh,57.0,11.8,40000,False,150,Bajaj V15 
2009,10022.0,1,mumbai,35.0,19.8,90000,False,350,Royal Enfield Classic 
2014,41000.0,1,kolkata,40.0,17.0,30000,False,223,Hero Karizma R 
2016,3198.0,1,faridabad,32.0,27.2,102850,False,500,Royal Enfield Classic Chrome 
2019,12000.0,1,mumbai,40.0,15.065193333333331,145250,False,125,KTM RC 
2020,8000.0,1,mumbai,26.0,42.3,280125,False,390,KTM RC 
2020,8000.0,1,mumbai,52.42,19.0,155625,False,150,Yamaha MT-15 
2019,14000.0,1,chennai,32.0,27.2,168000,False,500,Royal Enfield Classic Stealth Black 
2019,6605.11895752201,1,nashik,40.0,20.23,110000,True,200,TVS Apache RTR 
2019,10000.0,1,mumbai,25.0,42.9,233437,False,390,KTM Duke 
2019,9000.0,1,mumbai,32.0,24.5,197125,False,410,Royal Enfield Himalayan 
2019,6000.0,1,mumbai,26.0,42.3,207500,False,390,KTM RC 
2019,7525.0,1,mumbai,40.15,18.3,145000,False,150,Yamaha YZF-R15 V3 
2019,15000.0,1,mumbai,63.0,14.0,77200,False,150,Suzuki Gixxer 
2015,35000.0,1,ratlam,50.0,14.3,47500,False,150,Bajaj Avenger Street 
2009,65000.0,3,bangalore,35.0,19.8,50000,False,350,Royal Enfield Thunderbird 
2020,25000.0,1,jaipur,55.0,15.0,66000,False,160,Hero Xtreme 
2013,40000.0,1,delhi,35.0,19.8,70000,False,350,Royal Enfield Classic 
2017,30000.0,1,guntur,40.0,19.8,127500,False,350,Royal Enfield Thunderbird 
2018,20000.0,1,delhi,35.0,27.2,190000,False,500,Royal Enfield Classic 
2012,65000.0,1,delhi,40.0,19.8,800000,False,350,Royal Enfield Bullet Electra 
2012,6605.11895752201,1,thanjavur,65.0,14.85,30000,True,150,Bajaj Pulsar 
2017,14500.0,1,chennai,40.0,19.8,93750,False,350,Royal Enfield Thunderbird 
2018,450.0,1,mumbai,47.19,14.6,75000,False,150,Suzuki Intruder 
2015,6605.11895752201,1,bangalore,70.0,12.82,45000,True,150,Bajaj Discover 
2020,6605.11895752201,1,goregaon,25.0,47.0,275000,True,650,Royal Enfield Interceptor 
2016,16804.314654761907,2,delhi,35.0,24.5,50175,True,200,Bajaj Pulsar RS
2017,40000.0,3,surat,35.0,24.6,130000,False,200,KTM Duke 
2013,28592.0,1,ahmedabad,45.0,13.0,41500,False,150,Yamaha FZs 
2015,6605.11895752201,1,bangalore,70.0,12.82,50000,True,150,Bajaj Discover 
2012,46000.0,1,delhi,64.0,13.0,30000,False,135,Bajaj Pulsar 
2017,6605.11895752201,1,delhi,28.0,34.5,74183,True,400,Bajaj Dominar 
2020,13500.0,1,rudrapur,55.0,15.0,90000,False,160,Hero Xtreme 
2017,6605.11895752201,1,mumbai,28.0,34.5,132000,True,400,Bajaj Dominar 
2016,25997.0,1,bangalore,35.0,25.1,120000,False,200,KTM RC 
2007,70000.0,1,tiruchirappalli,55.0,7.5,13500,False,100,Hero Passion Plus 
2019,9000.0,1,delhi,35.0,25.1,190000,False,200,KTM RC 
2014,15000.0,1,delhi,40.0,19.0,52000,False,220,Bajaj Avenger 
2021,5000.0,1,goa-panaji,58.0,12.2,120000,False,150,Yamaha FZS-FI V 3.0 
2017,6605.11895752201,1,bokaro,58.0,13.0,55000,True,150,Yamaha FZS FI 
2016,3500.0,1,chennai,35.0,19.8,105000,False,350,Royal Enfield Classic 
2019,1700.0,1,delhi,17.0,154.85,1299000,False,959,Ducati Panigale 
2013,16800.0,1,delhi,13.0,127.0,825000,False,180,Suzuki Intruder M
2017,9000.0,1,delhi,25.0,70.0,480000,False,149.5,Harley-Davidson Street Rod 
2015,24000.0,1,delhi,18.0,65.0,625000,False,151.9,Harley-Davidson Street Bob 
2017,14411.0,1,dhanbad,43.0,20.3,80000,False,250,Yamaha FZ25 
2007,6605.11895752201,1,jaipur,10.0,8.2,15000,True,100,Bajaj Platina 
2018,6605.11895752201,1,navi mumbai,35.0,24.5,110000,True,200,Bajaj Pulsar RS
2017,14000.0,1,delhi,35.0,19.8,114700,False,350,Royal Enfield Classic 
2015,21500.0,1,mumbai,25.0,37.73,180000,False,300,Benelli TNT 
2018,2242.0,1,mumbai,35.0,19.8,190550,False,350,Royal Enfield Classic 
2020,2500.0,1,chennai,43.0,20.3,146000,False,250,Yamaha FZ25 ABS 
2012,43400.0,1,pune,65.0,12.62,35000,False,150,Hero CBZ 
2010,52000.0,3,bangalore,45.0,13.0,30000,False,150,Yamaha FZs 
2021,16000.0,1,ahmedabad,28.82,38.2600000000001,315000,False,302,Benelli 
2015,6605.11895752201,1,kolkata,70.0,12.82,30000,True,150,Bajaj Discover 
2021,620.0,1,chennai,62.0,11.64,88000,False,125,Bajaj Pulsar 
2020,2700.0,1,pune,35.0,18.76,118000,False,220,Bajaj Avenger Cruise 
2019,7170.0,1,bangalore,52.31,15.29,95000,False,160,Bajaj Pulsar NS
2018,17500.0,2,kukatpally,40.0,19.8,139000,False,350,Royal Enfield Thunderbird 
2013,6605.11895752201,1,lucknow,65.0,10.0,35000,True,125,Honda CB Shine 
2018,43300.0,1,delhi,55.0,9.01,40000,False,110,Hero Passion Xpro 
2018,6605.11895752201,1,delhi,58.0,13.0,59500,True,150,Yamaha FZ V 2.0 
2017,6605.11895752201,1,aliganj,35.0,24.5,70000,True,200,Bajaj Pulsar RS
2007,35000.0,2,ahmedabad,55.0,7.5,16333,False,100,Hero Passion Plus 
2019,12000.0,1,thane,63.0,14.0,78500,False,150,Suzuki Gixxer 
2015,40000.0,1,delhi,63.0,14.0,39400,False,150,Suzuki Gixxer 
2019,15500.0,1,kalyani,62.0,11.8,50250,False,125,Bajaj Pulsar 
2014,69000.0,1,hyderabad,40.0,24.2,53728,False,200,Bajaj Pulsar 
2014,6605.11895752201,1,ahmedabad,58.0,13.0,41500,True,150,Yamaha FZ V 2.0 
2014,20664.0,1,ahmedabad,40.0,19.0,35000,False,220,Bajaj Avenger 
2013,6605.11895752201,1,hyderabad,35.0,23.19,43000,True,200,Bajaj Pulsar NS
2019,10000.0,2,bangalore,63.0,14.0,70000,False,150,Suzuki Gixxer 
2017,22732.0,1,bilaspur,26.0,42.3,160000,False,390,KTM RC 
2014,13000.0,1,navi mumbai,26.0,29.1,125000,False,535,Royal Enfield Continental GT 
2016,23000.0,2,varanasi,50.0,14.2,40000,False,150,Hero Xtreme 
2016,23000.0,1,varanasi,57.0,11.8,30000,False,150,Bajaj V15 
2011,11000.0,1,jaipur,38.0,21.0,30200,False,220,Bajaj Pulsar 
2008,37000.0,1,delhi,30.0,19.8,63700,False,350,Royal Enfield Bullet Electra 
2014,65000.0,1,jaipur,45.0,17.0,38000,False,180,Bajaj Pulsar 
2018,6605.11895752201,1,thane,40.0,20.23,93000,True,200,TVS Apache RTR 
2014,23500.0,1,pune,40.0,19.0,45100,False,220,Bajaj Avenger 
2017,14000.0,1,lucknow,35.0,24.8,110400,False,149.5,UM Renegade Sport S 
2018,6000.0,1,durgapur,40.82,18.7,120000,False,150,Yamaha YZF-R15 V3 
2012,6605.11895752201,1,hyderabad,60.0,15.2,32500,True,160,TVS Apache RTR 
2010,16804.314654761907,2,gurgaon,65.0,10.0,20000,True,125,Honda CB Shine 
2016,24000.0,1,ahmedabad,5.0,8.2,38000,False,100,Hero Passion Pro 
2019,6605.11895752201,1,mumbai,35.0,24.5,150000,True,200,Bajaj Pulsar RS
2006,44375.0,1,bangalore,55.0,7.5,16000,False,100,Hero Passion Plus 
2010,25360.826666666664,3,varanasi,60.0,15.2,27500,True,160,TVS Apache RTR 
2019,9892.0,1,vadodara,40.0,14.974494949494947,139000,False,125,KTM RC 
2012,55786.0,1,guntur,55.0,8.9,40580,False,125,Hero Glamour 
2017,2500.0,1,jaipur,26.0,29.1,155000,False,535,Royal Enfield Continental GT 
2016,6500.0,1,hyderabad,20.0,47.0,395000,False,750,Harley-Davidson Street 
2014,57000.0,2,warangal,42.0,16.7,75000,False,150,Yamaha YZF-R15 2.0 
2018,2500.0,1,mumbai,53.2,15.29,64999,False,160,Bajaj Pulsar NS
2016,15000.0,1,mumbai,53.0,19.0,49999,False,220,Bajaj Avenger Street 
2020,20000.0,1,kolkata,35.0,18.76,100000,False,220,Bajaj Avenger Cruise 
2015,12000.0,1,gurgaon,32.0,27.2,120000,False,500,Royal Enfield Classic Desert Storm 
2015,6605.11895752201,1,bangalore,65.0,10.0,50000,True,125,Honda CB Shine 
2009,6605.11895752201,1,mumbai,65.0,11.0,15000,True,125,Honda CBF Stunner 
2019,12000.0,1,delhi,35.0,19.8,145000,False,350,Royal Enfield Classic 
2012,15000.0,2,thakurdwara,30.0,28.0,135000,False,250,Hyosung GT
2015,50971.0,1,hyderabad,53.0,19.0,50000,False,220,Bajaj Avenger Street 
2018,8500.0,1,mumbai,35.0,24.8,91000,False,149.5,UM Renegade Commando 
2013,43840.0,1,kanyakumari,65.0,12.33,30000,False,125,Bajaj Discover 
2012,20000.0,1,hyderabad,20.0,72.68,212100,False,650,Hyosung GT
2014,31000.0,1,pune,64.0,13.0,35000,False,135,Bajaj Pulsar 
2017,6605.11895752201,1,mumbai,60.0,14.0,68000,True,150,Honda CB Unicorn 
2019,22000.0,1,kota,52.88,15.29,86000,False,160,Bajaj Pulsar NS
2018,2546.0,1,udaipur,47.13,14.6,99000,False,150,Suzuki Intruder 
2017,6605.11895752201,1,mumbai,28.0,34.5,130000,True,400,Bajaj Dominar 
2014,10120.0,1,bangalore,27.0,26.21,150000,False,250,Hyosung Aquila GV
2019,8000.0,1,bangalore,32.0,27.2,210500,False,500,Royal Enfield Classic Desert Storm 
2017,16000.0,2,udaipur,35.0,24.8,100000,False,149.5,UM Renegade Commando 
2017,26000.0,1,patna,38.0,21.0,66000,False,220,Bajaj Pulsar 
2012,19000.0,2,delhi,40.0,19.0,22125,False,220,Bajaj Avenger 
2006,6605.11895752201,1,durgapur,65.0,14.85,20000,True,150,Bajaj Pulsar 
2015,6605.11895752201,1,bangalore,70.0,12.82,42500,True,150,Bajaj Discover 
2014,6300.0,1,kalyan,26.0,29.1,115051,False,535,Royal Enfield Continental GT 
2007,6605.11895752201,1,bangalore,10.0,8.2,28000,True,100,Bajaj Platina 
2012,6605.11895752201,1,noida,45.0,17.2,33000,True,180,TVS Apache RTR 
2017,6605.11895752201,1,bangalore,28.0,34.5,140000,True,400,Bajaj Dominar 
2019,9500.0,2,mumbai,25.0,47.0,255000,False,650,Royal Enfield Interceptor 
2016,40000.0,1,nashik,53.0,19.0,72000,False,220,Bajaj Avenger Street 
2020,8400.0,1,agra,35.0,19.8,160000,False,350,Royal Enfield Classic 
2014,15373.75543859649,1,kolkata,60.0,15.2,42100,True,160,TVS Apache RTR 
2018,6605.11895752201,1,rajkot,58.0,13.0,85000,True,150,Yamaha FZ V 2.0 
2012,64000.0,1,pune,40.0,19.0,55000,False,220,Bajaj Avenger 
2015,31000.0,1,hyderabad,40.0,19.8,105000,False,350,Royal Enfield Thunderbird 
2015,16804.314654761907,2,sonipat,65.0,14.85,36600,True,150,Bajaj Pulsar 
2016,18000.0,1,mumbai,35.0,19.0,72625,False,220,Bajaj Avenger Cruise 
2019,24000.0,1,mumbai,45.0,13.0,101675,False,150,Yamaha FZs 
2019,10340.0,1,mumbai,40.15,18.7,171187,False,150,Yamaha YZF-R15 V3 
2017,48500.0,1,vijayawada,63.0,14.0,48000,False,150,Suzuki Gixxer 
2014,11000.0,1,hyderabad,35.0,25.0,99999,False,200,KTM Duke 
2019,20990.0,2,hyderabad,35.0,25.1,175000,False,200,KTM RC 
2018,4400.0,1,delhi,35.0,24.8,125000,False,135.9,UM Renegade Sport S 
2018,12000.0,1,jaipur,35.0,19.8,149000,False,350,Royal Enfield Classic Gunmetal Grey 
2010,6605.11895752201,1,bangalore,65.0,14.85,34000,True,150,Bajaj Pulsar 
2016,6605.11895752201,1,bangalore,60.0,15.2,50000,True,160,TVS Apache RTR 
2019,6605.11895752201,1,chennai,58.0,13.0,78000,True,150,Yamaha FZ S V 2.0 
2015,3226.0,1,nanded,20.0,50.0,400000,False,136.7,Harley-Davidson Superlow 
2010,6605.11895752201,1,delhi,25.0,23.57,65000,True,500,Royal Enfield Machismo 
2019,6000.0,1,kolkata,40.0,19.8,150000,False,350,Royal Enfield Thunderbird 
2009,55000.0,1,ahmedabad,53.0,14.0,20000,False,150,Hero Hunk 
2020,2300.0,1,gurgaon,32.91,47.0,370000,False,202,Royal Enfield Continental GT Custom BS6 
2018,6523.0,1,kolkata,44.76,18.7,120000,False,150,Yamaha YZF-R15 V3 
2015,29000.0,1,hyderabad,84.0,8.0,38000,False,110,Honda Dream Yuga 
2016,13500.0,1,hyderabad,63.0,14.0,50000,False,150,Suzuki Gixxer 
2016,16804.314654761907,2,jodhpur,37.0,19.8,135000,True,350,Royal Enfield Standard 
2010,22000.0,2,ghaziabad,16.0,129.0,23000,False,100,Honda CB 
2015,38097.0,1,ghaziabad,32.0,27.2,110000,False,500,Royal Enfield Classic Desert Storm 
2017,13500.0,2,faridabad,40.0,19.8,100000,False,350,Royal Enfield Thunderbird 
2018,26000.0,1,vasai,32.0,24.5,165300,False,410,Royal Enfield Himalayan 
2020,11000.0,1,gautam buddha nagar,55.0,7.91,61200,False,100,Hero Splendor Plus Self Alloy 
2018,10000.0,1,itanagar,28.78,27.2,145000,False,500,Royal Enfield Thunderbird X 
2016,27548.0,1,mumbai,25.0,27.2,146000,False,500,Royal Enfield Classic Squadron Blue 
1999,173340.0,1,yamuna nagar,45.0,7.44,14000,False,100,Hero Splendor 
2013,35000.0,1,pune,65.0,14.2,32000,False,150,Hero CBZ Xtreme 
2017,11000.0,1,hyderabad,19.13,47.0,260000,False,650,Royal Enfield Continental GT Twin 
2013,6605.11895752201,1,ahmedabad,80.0,9.100000000000016,25500,True,100,Bajaj Discover 
2020,7800.0,1,nagpur,35.0,19.1,200000,False,350,Royal Enfield Classic 
2014,10000.0,2,meerut,16.0,74.0,280000,False,650,Hyosung Aquila Pro GV
2011,47000.0,2,pune,35.0,19.8,90000,False,350,Royal Enfield Classic 
2018,6605.11895752201,1,gurgaon,40.0,20.23,65000,True,200,TVS Apache RTR 
2019,14000.0,1,mumbai,62.83,14.3,124500,False,125,KTM Duke 
2019,12000.0,1,mumbai,61.44,14.3,124500,False,125,KTM Duke 
2018,11000.0,1,mumbai,61.34,14.3,124500,False,125,KTM Duke 
2018,18000.0,1,mumbai,35.0,19.8,155625,False,350,Royal Enfield Classic Gunmetal Grey 
2020,7000.0,1,mumbai,35.0,24.6,186750,False,200,KTM Duke 
2018,11000.0,1,mumbai,61.34,14.3,129687,False,125,KTM Duke 
2019,14000.0,1,mumbai,62.83,14.3,129687,False,125,KTM Duke 
2019,10000.0,1,mumbai,35.0,19.8,181562,False,350,Royal Enfield Classic 
2018,9000.0,1,mumbai,35.0,25.1,155625,False,200,KTM RC 
2017,33000.0,1,mumbai,35.0,19.8,145250,False,350,Royal Enfield Classic 
2009,10000.0,1,mumbai,30.0,19.8,102712,False,350,Royal Enfield Bullet Electra 
2019,10000.0,1,mumbai,35.0,19.8,186750,False,350,Royal Enfield Classic Gunmetal Grey 
2016,11000.0,1,mumbai,22.0,41.4,259375,False,320,Yamaha YZF-R3 
2019,7500.0,1,mumbai,35.0,19.8,186750,False,350,Royal Enfield Classic 
2018,6000.0,1,mumbai,35.0,19.8,166000,False,350,Royal Enfield Classic Gunmetal Grey 
2019,13000.0,1,mumbai,35.0,24.6,166000,False,200,KTM Duke 
2019,11000.0,1,mumbai,35.0,19.8,186750,False,350,Royal Enfield Classic 
2019,3000.0,1,mumbai,40.0,19.8,186750,False,350,Royal Enfield Thunderbird 
2018,17000.0,1,mumbai,35.0,19.8,166000,False,350,Royal Enfield Classic 
2021,6600.0,1,mumbai,32.0,24.3,233437,False,410,Royal Enfield Himalayan 
2020,7000.0,1,mumbai,40.0,18.7,166000,False,150,Yamaha YZF-R15 V3 
2020,10000.0,1,mumbai,25.56,42.3,337187,False,390,KTM 
2019,11000.0,1,mumbai,35.0,24.6,155625,False,200,KTM Duke 
2018,14680.0,1,bangalore,85.0,8.2,52000,False,110,TVS Star City Plus Dual Tone 
2012,21298.0,1,mumbai,81.0,8.2,37000,False,100,Hero Splendor Plus 
2018,7800.0,1,mumbai,30.0,67.2,466875,False,650,Kawasaki Z
2015,13000.0,1,mumbai,18.0,65.0,778125,False,149.5,Harley-Davidson Fat Bob 
2013,14000.0,1,mumbai,20.0,60.0,570625,False,149.5,Harley-Davidson Forty Eight 
2016,9500.0,2,mumbai,20.0,50.0,570625,False,883,Harley-Davidson Iron 
2020,1000.0,1,mumbai,28.99,46.8,466875,False,500,Benelli Leoncino 
2015,25000.0,1,mumbai,20.0,50.0,544687,False,883,Harley-Davidson Iron 
2015,10000.0,1,mumbai,21.0,67.2,300875,False,650,Kawasaki Ninja 
2014,27000.0,1,mumbai,20.0,50.0,544687,False,883,Harley-Davidson Iron 
2019,9000.0,1,mumbai,25.0,47.0,259373,False,650,Royal Enfield Interceptor 
2010,35600.0,1,howrah,35.0,19.8,78700,False,350,Royal Enfield Thunderbird 
2015,45000.0,1,ahmednagar,40.0,14.6,42000,False,150,Suzuki Gixxer SF 
2011,16804.314654761907,2,ahmedabad,65.0,11.0,12000,True,125,Honda CBF Stunner 
2012,6605.11895752201,1,faridabad,65.0,11.0,30000,True,125,Honda CBF Stunner 
2019,16400.0,1,delhi,55.0,8.0,50000,False,149.5,Hero Passion Xpro Disc 
2012,6605.11895752201,1,mumbai,29.0,26.15,105000,True,250,Honda CBR 
2018,13000.0,1,hyderabad,35.0,24.8,119000,False,149.5,UM Renegade Commando Mojave 
2017,6605.11895752201,1,mumbai,18.0,65.0,1245000,True,149.6,Harley-Davidson Fat Boy 
2015,6776.0,1,mumbai,20.0,60.0,674375,False,149.5,Harley-Davidson Forty Eight 
2016,6605.11895752201,1,mumbai,18.0,65.0,1141250,True,149.6,Harley-Davidson Fat Boy 
2016,15000.0,1,mumbai,25.0,37.73,228250,False,300,Benelli TNT 
2012,6700.0,1,mumbai,20.0,50.0,415000,False,883,Harley-Davidson Iron 
2018,10000.0,1,mumbai,25.0,37.73,259375,False,300,Benelli TNT 
2015,6605.11895752201,1,mumbai,13.0,110.4,778125,True,821,Ducati Monster 
2016,3500.0,1,mumbai,25.0,37.73,233437,False,300,Benelli TNT 
2020,97.0,1,mumbai,20.0,47.0,596562,False,750,Harley-Davidson Street 
2016,9000.0,1,mumbai,25.0,39.0,233437,False,300,Kawasaki Ninja 
2019,4900.0,1,mumbai,19.52,47.0,300875,False,650,Royal Enfield Continental GT 
2017,16804.314654761907,2,mumbai,13.0,110.4,881875,True,821,Ducati Monster 
2016,14000.0,1,mumbai,19.0,82.7,415000,False,600,Benelli TNT 
2019,6605.11895752201,1,mumbai,40.0,20.7,95800,True,200,TVS Apache RTR 
2016,15750.0,1,hubli,53.0,19.0,80000,False,220,Bajaj Avenger Street 
2018,16500.0,1,raikot,52.85,15.29,780000,False,160,Bajaj Pulsar NS
2020,5000.0,1,mumbai,35.0,24.6,186750,False,200,KTM Duke 
2020,7000.0,1,chennai,53.0,14.79,100000,False,160,Bajaj Avenger Street 
2015,19000.0,1,visakhapatnam,26.0,43.0,145000,False,390,KTM RC 
2017,6605.11895752201,1,gurgaon,58.0,13.0,57400,True,150,Yamaha FZ S V 2.0 
2006,40000.0,1,ahmedabad,89.0,8.1,10500,False,100,Bajaj CT 
2017,15000.0,1,mumbai,30.0,67.2,466875,False,650,Kawasaki Z
1993,7000.0,1,ahmedabad,40.0,11.0,60000,False,100,Yamaha RX 
2018,14000.0,1,pune,63.0,14.0,95000,False,150,Suzuki Gixxer 
2019,22000.0,1,kalyan,24.98,33.0,299000,False,310,BMW G 
2015,11000.0,1,delhi,40.0,19.8,102200,False,350,Royal Enfield Thunderbird 
2018,9900.0,1,kolkata,35.0,19.8,130500,False,350,Royal Enfield Classic Gunmetal Grey 
2018,19000.0,1,delhi,40.15,18.7,99999,False,150,Yamaha YZF-R15 V3 
2017,6605.11895752201,1,delhi,35.0,24.5,95000,True,200,Bajaj Pulsar RS
2010,15500.0,1,ludhiana,81.0,8.2,24000,False,100,Hero Splendor Plus 
2014,6605.11895752201,1,mumbai,60.0,14.0,39856,True,150,Honda CB Unicorn 
2012,56000.0,1,ambala,45.0,8.25,18800,False,100,Hero Splendor 
