model_year,kms_driven,owner,location,mileage,power,price,new_col,CC,brand_name
2017,5200.0,1,hyderabad,57.0,11.8,37500,False,150,Bajaj V15 
2008,54500.0,2,delhi,55.0,7.5,15500,False,100,Hero Passion Plus 
2020,10000.0,1,ahmedabad,55.0,7.91,70000,False,202,Hero Splendor Plus Black and Accent Edition 
2018,19000.0,1,delhi,52.88,15.29,78000,False,160,Bajaj Pulsar NS
2011,6605.11895752201,1,pune,60.0,14.0,41111,True,150,Honda CB Unicorn Dazzler 
2015,45000.0,1,pune,45.0,13.0,55000,False,150,Yamaha FZs 
2018,26079.0,1,bangalore,30.78614285714286,29.6,170000,False,250,KTM Duke 
2019,2450.0,1,pune,28.79,27.0,150000,False,295,Jawa Forty Two 
2021,72000.0,3,mumbai,62.0,11.64,55300,False,125,Bajaj Pulsar 
2015,29000.0,1,mumbai,45.0,17.0,47000,False,180,Bajaj Pulsar 
2018,13500.0,1,mumbai,35.0,25.1,165000,False,200,KTM RC 
2014,38000.0,1,mumbai,60.0,8.5,30000,False,110,Mahindra Centuro 
2019,7000.0,1,delhi,52.31,15.29,85000,False,160,Bajaj Pulsar NS
2016,15000.0,1,delhi,57.0,11.8,38000,False,150,Bajaj V15 
2017,6605.11895752201,1,delhi,60.0,15.2,69000,True,160,TVS Apache RTR 
2018,28000.0,1,delhi,22.0,33.0,175000,False,310,TVS Apache RR
2018,6605.11895752201,1,delhi,42.0,23.2,90000,True,200,Bajaj Pulsar NS
2012,6605.11895752201,1,ahmedabad,58.0,13.0,35000,True,150,Yamaha FZ 
2018,9590.0,1,delhi,45.0,15.3,82000,False,180,Bajaj Avenger Street 
2019,7541.0,1,delhi,28.83,27.0,144000,False,295,Jawa Forty Two 
2019,6605.11895752201,1,delhi,40.0,20.23,98000,True,200,TVS Apache RTR 
2017,14000.0,1,delhi,57.0,11.8,39000,False,150,Bajaj V15 
2018,16000.0,1,delhi,35.0,25.1,175000,False,200,KTM RC 
2018,18000.0,1,delhi,35.0,19.8,136000,False,350,Royal Enfield Classic 
2015,28000.0,1,delhi,37.0,19.8,85000,False,350,Royal Enfield Bullet 
2017,6605.11895752201,1,delhi,40.0,20.7,75000,True,200,TVS Apache RTR 
2018,6605.11895752201,1,delhi,58.0,13.0,85000,True,150,Yamaha FZ S V 2.0 
2018,15000.0,1,delhi,35.0,19.8,145000,False,350,Royal Enfield Classic 
2017,28000.0,2,jaipur,65.0,17.0,58700,False,180,Bajaj Pulsar 
2013,6605.11895752201,1,delhi,65.0,14.85,29000,True,150,Bajaj Pulsar 
2019,16000.0,1,delhi,65.79,8.2,52000,False,110,TVS Radeon 
2013,19000.0,1,delhi,65.0,14.2,28500,False,150,Hero CBZ Xtreme 
2021,3800.0,1,mumbai,35.45404761904762,20.2,233437,False,350,Royal Enfield Meteor 
2020,7500.0,1,mumbai,35.349404761904765,19.8,181562,False,350,Royal Enfield Thunderbird X 
2019,6605.11895752201,1,chandigarh,65.0,10.0,75000,True,125,Honda CB ShineSP 
2017,6605.11895752201,1,delhi,40.0,20.7,61000,True,200,TVS Apache RTR 
2013,16804.314654761907,2,delhi,80.0,9.050300000000012,25000,True,100,Bajaj Discover 
2017,23000.0,2,kolhapur,35.0,19.8,150000,False,350,Royal Enfield Classic 
2013,25360.826666666664,3,kolkata,38.0,26.15,50300,True,250,Honda CBR 
2019,21000.0,1,kolkata,32.24841914335664,29.6,167600,False,250,KTM Duke 
2018,12000.0,1,kolkata,52.0,12.9,70000,False,150,Yamaha FZS FI 
2017,12000.0,1,bangalore,19.13,47.0,300000,False,650,Royal Enfield Continental GT Twin 
2013,50562.0,1,pune,42.0,16.7,59999,False,150,Yamaha YZF-R15 2.0 
2014,15000.0,2,noida,25.0,27.2,110000,False,500,Royal Enfield Thunderbird 
2017,23000.0,1,faridabad,45.0,14.3,53500,False,150,Bajaj Avenger Street 
2016,40600.0,1,delhi,35.0,19.8,120000,False,350,Royal Enfield Classic 
2016,23000.0,1,bangalore,37.0,19.8,125000,False,350,Royal Enfield Bullet 
2012,100000.0,4,bangalore,30.0,28.0,138900,False,250,Hyosung GT
2021,96054.21,4,jaipur,40.0,20.21,61000,True,200,TVS Apache RTR 
2015,89000.0,1,jaipur,64.0,13.0,29000,False,135,Bajaj Pulsar 
2018,84000.0,4,jaipur,38.0,21.0,41000,False,220,Bajaj Pulsar 
2020,75000.0,1,jaipur,62.0,11.64,65000,False,125,Bajaj Pulsar 
2018,16804.314654761907,2,jaipur,65.0,15.0,50000,True,150,Bajaj Pulsar 
2020,89000.0,4,bangalore,40.0,15.0925,72000,False,125,KTM RC 
2019,8015.0,1,delhi,55.0,8.2,45000,False,100,Hero Splendor Plus Self Alloy 
2012,26000.0,1,gurgaon,40.0,19.8,65000,False,350,Royal Enfield Bullet Electra 
2013,16804.314654761907,2,durgapur,58.0,13.0,27000,True,150,Yamaha FZ 
2014,72000.0,2,amritsar,45.0,13.0,38800,False,150,Yamaha FZs 
2020,16000.0,1,hyderabad,25.0,42.9,265000,False,390,KTM Duke 
2015,96054.21,4,mumbai,35.0,24.16,48400,True,200,Bajaj Pulsar RS
2021,1000.0,1,delhi,22.0,33.0,260000,False,310,TVS Apache RR
2019,6605.11895752201,1,ahmedabad,52.0,15.44,72500,True,160,Honda CB Hornet 
2019,6605.11895752201,1,ahmedabad,52.0,15.44,81800,True,160,Honda CB Hornet 
2016,60000.0,1,mysore,40.0,14.6,58000,False,150,Suzuki Gixxer SF 
2014,16000.0,1,bhubaneshwar,40.0,19.8,115000,False,350,Royal Enfield Thunderbird 
2011,4578.0,1,bhiwandi,32.0,27.2,90000,False,500,Royal Enfield Classic 
2015,17960.0,1,delhi,40.0,19.8,90000,False,350,Royal Enfield Thunderbird 
2015,14733.0,1,ghaziabad,35.0,19.8,85000,False,350,Royal Enfield Bullet Electra Twinspark 
2016,6605.11895752201,1,pune,10.0,8.1,42000,True,100,Bajaj Platina 
2018,6605.11895752201,1,bangalore,42.0,23.2,94000,True,200,Bajaj Pulsar NS
2019,14000.0,1,gurgaon,26.0,42.3,173175,False,390,KTM RC 
2014,550000.0,2,nagpur,38.0,18.28,50000,False,150,Honda CBR 
2010,23000.0,1,delhi,81.0,8.2,22000,False,100,Hero Splendor Plus 
2010,240000.0,1,shahganj,75.0,9.0,26000,False,125,Hero Super Splendor 
2010,96054.21,4,patna,45.0,17.2,23000,True,180,TVS Apache RTR 
2007,35000.0,1,patna,65.0,15.0,11500,False,180,Bajaj Pulsar 
2015,28000.0,2,hyderabad,26.0,43.0,130000,False,390,KTM RC 
2018,22800.0,1,patna,42.0,16.0,77400,False,150,Yamaha YZF-R15 S 
2020,1600.0,1,gurgaon,35.42404761904762,20.2,180000,False,350,Royal Enfield Meteor 
2019,9186.0,1,delhi,40.15,18.7,128000,False,150,Yamaha YZF-R15 V3 
2012,88000.0,1,chennai,40.0,17.0,22000,False,223,Hero Karizma R 
2018,12897.0,1,chandigarh,81.0,8.2,60000,False,100,Hero Splendor Plus 
2012,6605.11895752201,1,mumbai,35.0,23.19,43000,True,200,Bajaj Pulsar NS
2013,47000.0,1,delhi,40.0,19.0,33300,False,220,Bajaj Avenger 
2017,6605.11895752201,1,chandigarh,37.0,19.8,152000,True,350,Royal Enfield Standard 
2017,20000.0,1,bangalore,35.0,24.6,130000,False,200,KTM Duke 
2014,15000.0,1,delhi,55.0,8.0,34000,False,149.5,Hero Passion Xpro Disc Self Alloy 
2016,25150.0,2,delhi,25.0,26.45,110000,False,300,Mahindra Mojo 
2015,30000.0,1,patna,42.0,16.0,65000,False,150,Yamaha YZF-R15 
2013,11012.0,1,jaipur,32.0,27.2,118200,False,500,Royal Enfield Classic 
2015,6605.11895752201,1,delhi,45.0,17.2,46000,True,180,TVS Apache RTR 
2014,17000.0,1,murad nagar,55.0,8.9,30000,False,125,Hero Glamour 
2016,25000.0,1,hyderabad,35.0,24.6,120000,False,200,KTM Duke 
2016,10600.0,1,pune,32.0,27.2,130000,False,500,Royal Enfield Classic 
2013,12200.0,2,bangalore,42.0,16.7,70000,False,150,Yamaha YZF-R15 2.0 
2018,16804.314654761907,2,thane,60.0,15.2,77812,True,160,TVS Apache RTR 
2012,28655.0,1,delhi,75.0,9.0,22000,False,125,Hero Super Splendor 
2015,32000.0,1,delhi,35.0,19.8,90000,False,350,Royal Enfield Classic 
2015,17600.0,2,delhi,35.0,19.8,95000,False,350,Royal Enfield Classic 
2011,6605.11895752201,1,ahmedabad,65.0,14.85,21200,True,150,Bajaj Pulsar 
2006,45000.0,1,ahmedabad,65.0,7.7,16939,False,100,Hero CD Deluxe 
2012,2977.0,1,ahmedabad,81.0,8.2,24100,False,100,Hero Splendor Pro 
2018,10000.0,1,surat,40.15,18.7,110000,False,150,Yamaha YZF-R15 V3 
2012,16000.0,1,jaipur,38.0,21.0,34700,False,220,Bajaj Pulsar 
2020,2400.0,1,motihari,35.0,18.76,115000,False,220,Bajaj Avenger Cruise 
2010,25000.0,1,bangalore,65.0,15.0,22000,False,180,Bajaj Pulsar 
2015,50000.0,1,ludhiana,35.0,19.8,115500,False,350,Royal Enfield Classic 
2016,6500.0,1,akkalkot,45.0,8.25,23500,False,100,Hero Splendor 
2017,6605.11895752201,1,thane,28.0,34.5,119400,True,400,Bajaj Dominar 
2019,5500.0,1,pune,35.0,19.0,110000,False,220,Bajaj Avenger Cruise 
2018,32000.0,1,bhiwani,45.0,14.3,46500,False,150,Bajaj Avenger Street 
2018,6605.11895752201,1,patna,38.0,25.7,180000,True,250,Honda CBR 
2014,21100.0,2,jaipur,45.0,13.0,45000,False,150,Yamaha FZs 
2019,16200.0,1,salem,40.15,18.7,140000,False,150,Yamaha YZF-R15 V3 
2019,15500.0,1,mumbai,63.0,14.0,92000,False,150,Suzuki Gixxer 
2016,15241.0,1,delhi,38.0,21.0,63000,False,220,Bajaj Pulsar 
2018,16804.314654761907,2,delhi,74.0,9.5,30000,True,110,TVS Victor Premium Edition 
2019,16500.0,2,faridabad,35.0,24.6,155000,False,200,KTM Duke 
2010,22000.0,1,dehradun,38.0,21.0,40000,False,220,Bajaj Pulsar 
2017,20000.0,1,bangalore,32.25841914335665,29.6,190000,False,250,KTM Duke 
2012,6605.11895752201,1,mumbai,65.0,14.85,26900,True,150,Bajaj Pulsar 
2018,95000.0,1,mumbai,60.0,16.1,64000,False,160,TVS Apache RTR 
2011,19000.0,1,delhi,40.0,19.0,25000,False,220,Bajaj Avenger 
2013,22363.0,1,bangalore,45.0,13.0,45000,False,150,Yamaha FZs 
2014,6605.11895752201,1,bangalore,65.0,14.85,45000,True,150,Bajaj Pulsar 
2014,6605.11895752201,1,bangalore,45.0,17.2,48000,True,180,TVS Apache RTR 
2013,27744.0,1,bangalore,45.0,13.0,45000,False,150,Yamaha FZs 
2014,31773.0,1,bangalore,38.0,21.0,48000,False,220,Bajaj Pulsar 
2020,6605.11895752201,1,delhi,37.0,19.8,148000,True,350,Royal Enfield Bullet 
2016,13000.0,1,delhi,25.0,26.01,112300,False,500,Royal Enfield Bullet 
2021,12500.0,1,hardoi,55.0,7.91,700000,False,202,Hero Splendor Plus Black and Accent Edition 
2019,25000.0,1,bangalore,35.45404761904762,19.8,165000,False,350,Royal Enfield Thunderbird X 
2016,29963.0,1,rajahmundry,42.0,16.7,100000,False,150,Yamaha YZF-R15 2.0 
2017,16804.314654761907,2,ludhiana,40.0,20.7,80000,True,200,TVS Apache RTR 
2017,2500.0,1,mumbai,35.0,24.8,129000,False,134.6,UM Renegade Commando 
2017,22352.0,1,ludhiana,25.0,42.9,180000,False,390,KTM Duke 
2014,6605.11895752201,1,kolkata,65.0,10.0,35000,True,125,Honda CB Shine 
2011,90000.0,1,vadodara,65.0,12.62,23000,False,150,Hero CBZ 
2012,40000.0,2,malout,45.0,13.0,45000,False,150,Yamaha FZs 
2019,800.0,1,hyderabad,45.67,18.1,87000,False,200,Hero Xpulse 
2019,1440.0,1,delhi,26.0,42.3,190000,False,390,KTM RC 
2017,19000.0,1,gurgaon,32.0,24.5,118000,False,410,Royal Enfield Himalayan 
2016,21000.0,1,kalyan,35.0,19.8,86250,False,350,Royal Enfield Classic 
2019,22455.0,1,delhi,81.0,8.2,50000,False,179.66,Hero Splendor Plus i3s 
2016,13998.0,1,bangalore,63.0,14.0,56969,False,150,Suzuki Gixxer 
2020,6000.0,1,mumbai,40.82,18.7,155625,False,150,Yamaha YZF-R15 V3 
2013,50000.0,2,kochi,38.0,21.0,30000,False,220,Bajaj Pulsar 
2019,7886.0,1,dehradun,55.0,8.2,65000,False,100,Hero Splendor Plus Self Alloy 
2014,30000.0,1,mumbai,35.0,19.8,78750,False,350,Royal Enfield Classic 
2010,44000.0,2,pune,35.0,19.8,60000,False,350,Royal Enfield Thunderbird 
2013,6605.11895752201,1,delhi,65.0,14.85,28800,True,150,Bajaj Pulsar 
2014,6605.11895752201,1,ahmedabad,65.0,10.0,32500,True,125,Honda CB Shine 
2019,16000.0,1,delhi,62.0,11.8,62000,False,125,Bajaj Pulsar 
2020,88000.0,2,jaipur,62.0,11.64,55200,False,125,Bajaj Pulsar 
2019,12700.0,1,delhi,75.0,9.0,55000,False,125,Hero Super Splendor 
2021,7500.0,1,bangalore,40.0,14.6,150000,False,150,Suzuki Gixxer SF 
2015,20000.0,1,thane,35.0,25.0,89900,False,200,KTM Duke 
2012,16804.314654761907,2,mumbai,29.0,26.15,70000,True,250,Honda CBR 
2009,61000.0,1,bangalore,65.0,12.62,25000,False,150,Hero CBZ 
2021,18000.0,1,gurgaon,35.0,19.1,172100,False,350,Royal Enfield Classic 
2015,6605.11895752201,1,bangalore,70.0,12.82,25000,True,150,Bajaj Discover 
2019,10900.0,1,bangalore,45.67,18.1,105100,False,200,Hero Xpulse 
2006,47000.0,1,bangalore,40.0,17.0,20000,False,223,Hero Karizma 
2015,29614.0,1,bangalore,40.0,19.0,55000,False,220,Bajaj Avenger 
2020,6605.11895752201,1,delhi,37.0,19.8,145000,True,350,Royal Enfield Bullet 
2017,89000.0,4,jaipur,25.0,42.9,93000,False,390,KTM Duke 
2018,40126.0,1,chittoor,90.0,8.1,34000,False,100,Bajaj Platina 
2020,3649.0,1,delhi,35.0,19.1,155000,False,350,Royal Enfield Classic Gunmetal Grey 
2019,2000.0,1,mumbai,35.0,19.8,175000,False,350,Royal Enfield Classic Gunmetal Grey 
2017,15000.0,1,mumbai,35.0,24.6,89999,False,200,KTM Duke 
2019,10500.0,1,ahmedabad,35.0,19.8,137000,False,350,Royal Enfield Classic 
2016,34600.0,1,kolkata,53.0,16.8,35000,False,150,Bajaj Pulsar AS
2015,49900.0,2,bangalore,26.0,29.1,135000,False,535,Royal Enfield Continental GT 
2012,16804.314654761907,2,pune,45.0,17.2,32000,True,180,TVS Apache RTR 
2016,98000.0,4,sirsa,50.0,14.3,26000,False,150,Bajaj Avenger Street 
2009,96000.0,1,mumbai,40.0,17.0,25000,False,223,Hero Karizma R 
2017,12000.0,1,chennai,35.0,19.8,140000,False,350,Royal Enfield Classic 
2020,3000.0,1,ghaziabad,28.81,30.0,189000,False,330,Jawa Perak 
2017,6500.0,1,bangalore,33.39565765954475,29.6,205000,False,250,KTM Duke 
2019,18000.0,1,coimbatore,42.0,16.0,88000,False,150,Yamaha YZF-R15 S 
2014,6605.11895752201,1,lucknow,80.0,9.1,17500,True,100,Bajaj Discover 
2019,6605.11895752201,1,bangalore,40.0,20.7,95000,True,200,TVS Apache RTR 
2019,3500.0,1,mumbai,35.0,19.8,186750,False,350,Royal Enfield Classic 
2016,96054.21,4,bangalore,35.0,24.5,80000,True,200,Bajaj Pulsar RS
2016,6605.11895752201,1,gurgaon,35.0,24.5,70000,True,200,Bajaj Pulsar RS
2020,8500.0,1,faridabad,84.0,8.44,61400,False,110,Bajaj Platina 
2017,16100.0,2,ghaziabad,35.0,19.8,112100,False,350,Royal Enfield Classic 
2011,33000.0,1,chennai,42.0,16.0,32025,False,150,Yamaha YZF-R15 
2015,24000.0,1,bangalore,38.05473332223331,19.8,115000,False,350,Royal Enfield Thunderbird 
2014,32000.0,1,baramati,40.0,19.0,40000,False,220,Bajaj Avenger 
2013,6605.11895752201,1,ahmedabad,58.0,13.0,33000,True,150,Yamaha FZ16 
2019,30000.0,4,mumbai,38.0,21.0,62000,False,220,Bajaj Pulsar ABS 
2019,95000.0,4,jaipur,60.0,16.1,38000,False,160,TVS Apache RTR 
2019,5924.0,1,bangalore,33.39565765954475,26.1,124350,False,250,Suzuki Gixxer SF 
2015,16804.314654761907,2,pune,52.0,13.82,45000,True,160,Honda CB Unicorn 
2014,46000.0,1,ghaziabad,40.0,24.2,45000,False,200,Bajaj Pulsar 
2017,25000.0,1,durgapur,45.0,14.3,50000,False,150,Bajaj Avenger Street 
2017,6605.11895752201,1,bangalore,28.0,34.5,130000,True,400,Bajaj Dominar 
2016,310000.0,1,mumbai,38.0,21.0,55000,False,220,Bajaj Pulsar 
2015,52000.0,2,rewa,38.0,21.0,47000,False,220,Bajaj Pulsar 
2012,16804.314654761907,2,pune,29.0,26.15,60000,True,250,Honda CBR 
2006,6605.11895752201,1,bangalore,45.0,13.7,35000,True,150,TVS Apache 
2015,70000.0,2,patna,35.0,19.8,105000,False,350,Royal Enfield Classic 
2016,6605.11895752201,1,bangalore,58.0,13.0,55000,True,150,Yamaha FZ 
2014,22033.0,1,jaipur,40.0,19.0,41000,False,220,Bajaj Avenger 
2019,9000.0,1,chandigarh,35.0,19.8,180000,False,350,Royal Enfield Classic Gunmetal Grey 
2017,10000.0,1,chandigarh,65.0,17.0,85000,False,180,Bajaj Pulsar 
2012,28000.0,1,chandigarh,42.0,16.7,80000,False,150,Yamaha YZF-R15 2.0 
2009,112000.0,1,nadiad,5.0,8.2,12000,False,100,Hero Passion Pro 
2006,60000.0,1,delhi,65.0,7.7,12119,False,100,Hero CD Deluxe 
2017,21000.0,1,salem,35.0,19.8,155000,False,350,Royal Enfield Classic Gunmetal Grey 
2019,30000.0,1,tiruppur,51.36,13.93,66000,False,160,Honda X-Blade 
2012,59000.0,1,gorakhpur,65.0,7.7,35000,False,100,Hero CD Deluxe 
2017,6605.11895752201,1,lucknow,60.0,15.2,60000,True,160,TVS Apache RTR 
2020,6000.0,1,mumbai,40.0,14.6,132600,False,150,Suzuki Gixxer SF 
2002,6605.11895752201,1,midnapore,60.0,7.5,27000,True,110,Yamaha Crux 
2018,24000.0,1,ahmedabad,40.0,14.6,80000,False,150,Suzuki Gixxer SF Fi 
2019,22465.0,1,mumbai,84.0,8.2,44000,False,100,Hero Passion Pro i3S Alloy 
2020,2000.0,1,kalyan,47.17,14.6,112800,False,150,Suzuki Intruder 
2018,6605.11895752201,1,hyderabad,42.0,23.2,96000,True,200,Bajaj Pulsar NS
2018,6605.11895752201,1,hyderabad,42.0,23.2,96500,True,200,Bajaj Pulsar NS
2013,20000.0,1,goraya,35.0,19.8,110000,False,350,Royal Enfield Classic 
2020,6605.11895752201,1,gohana,45.0,16.3,86400,True,180,TVS Apache RTR 
2017,15960.0,1,pondicherry,25.0,27.2,165000,False,500,Royal Enfield Classic Squadron Blue 
2021,6605.11895752201,1,gurgaon,40.0,20.21,135000,True,200,TVS Apache RTR 
2013,71000.0,2,ghaziabad,35.0,19.8,70000,False,350,Royal Enfield Classic 
2012,16804.314654761907,2,bangalore,58.0,13.0,40000,True,150,Yamaha FZ 
2015,6605.11895752201,1,chengalpattu,58.0,13.0,45000,True,150,Yamaha FZ S V 2.0 
2017,6000.0,1,delhi,35.0,27.2,134400,False,500,Royal Enfield Classic 
2013,82200.0,1,hyderabad,42.0,16.7,59000,False,150,Yamaha YZF-R15 2.0 
2017,23126.0,1,hyderabad,25.0,19.8,110000,False,350,Royal Enfield Electra 
2020,8000.0,1,delhi,62.0,11.64,74000,False,125,Bajaj Pulsar 
2018,7000.0,1,bangalore,40.0,19.8,160000,False,350,Royal Enfield Thunderbird 
2019,4300.0,1,delhi,37.03,19.8,130000,False,350,Royal Enfield Bullet 
2018,9500.0,1,delhi,40.15,18.7,105000,False,150,Yamaha YZF-R15 V3 
2017,20000.0,1,gurgaon,55.0,8.25,20000,False,100,Hero HF Deluxe 
2016,6605.11895752201,1,ahmedabad,35.0,24.5,75000,True,200,Bajaj Pulsar RS
2011,6605.11895752201,1,jaipur,58.0,13.0,35000,True,150,Yamaha FZ16 
2019,19000.0,1,delhi,81.0,8.2,60000,False,179.66,Hero Splendor Plus i3s 
2013,30768.0,1,mumbai,45.0,8.25,35000,False,100,Hero Splendor 
2014,26330.0,1,hyderabad,45.0,13.0,45400,False,150,Yamaha FZs 
2009,16804.314654761907,2,kolkata,65.0,14.85,10125,True,150,Bajaj Pulsar 
2019,13500.0,1,mumbai,63.0,14.0,88187,False,150,Suzuki Gixxer 
2013,6605.11895752201,1,mumbai,60.0,14.0,35275,True,150,Honda CB Unicorn 
2021,900.0,1,mumbai,35.0,19.1,233438,False,350,Royal Enfield Classic 
2019,1600.0,1,mumbai,28.78,27.0,155625,False,295,Jawa Forty Two 
2020,25360.826666666664,3,mumbai,45.0,17.3,63000,True,180,TVS Apache RTR 
2019,6605.11895752201,1,chandigarh,30.0,18.0,145000,True,350,Royal Enfield Standard 
2020,6605.11895752201,1,chandigarh,30.0,18.0,160000,True,350,Royal Enfield Standard 
2017,13000.0,1,chandigarh,35.0,19.8,145000,False,350,Royal Enfield Classic Gunmetal Grey 
2019,6605.11895752201,1,chandigarh,30.0,18.0,150000,True,350,Royal Enfield Standard 
2018,12000.0,1,chandigarh,55.0,8.25,50000,False,100,Hero HF Deluxe 
2017,14000.0,1,delhi,25.0,42.9,185000,False,390,KTM Duke 
2019,14000.0,1,delhi,25.0,42.9,245000,False,390,KTM Duke 
2020,5000.0,1,rajkot,64.85,14.3,125000,False,125,KTM Duke 
2017,7400.0,1,ahmedabad,40.0,19.0,66900,False,220,Bajaj Avenger 
2016,6790.0,1,amritsar,35.0,19.0,60000,False,220,Bajaj Avenger Cruise 
2017,12000.0,1,kasargod,35.0,19.0,56300,False,220,Bajaj Avenger Cruise 
2015,18000.0,2,delhi,45.0,13.0,30000,False,150,Yamaha FZs 
2018,16804.314654761907,2,mumbai,40.0,20.23,73000,True,200,TVS Apache RTR 
2016,6605.11895752201,1,mumbai,45.0,17.3,53000,True,180,TVS Apache RTR 
2020,7000.0,1,delhi,63.0,8.0,60000,False,110,TVS Radeon 
2017,16804.314654761907,2,mumbai,40.0,20.7,65000,True,200,TVS Apache RTR 
2020,67000.0,2,delhi,62.0,11.64,56600,False,125,Bajaj Pulsar 
2011,6605.11895752201,1,mumbai,60.0,14.0,35000,True,150,Honda CB Unicorn 
2017,6605.11895752201,1,chennai,40.0,20.7,70000,True,200,TVS Apache RTR 
2011,6605.11895752201,1,pune,45.0,13.0,39655,True,150,Yamaha Fazer 
2013,38000.0,1,mumbai,55.0,11.0,39425,False,125,Hero Ignitor 
2019,20850.0,1,ahmedabad,67.0,8.1,50000,False,100,Bajaj CT 
2013,6605.11895752201,1,delhi,80.0,9.100000000000016,28000,True,100,Bajaj Discover 
2019,14800.0,1,delhi,35.0,25.1,180000,False,200,KTM RC 
2015,18000.0,1,delhi,45.0,13.0,48000,False,150,Yamaha FZs 
2019,16000.0,1,delhi,81.0,8.2,59000,False,100,Hero Splendor Plus Kick Alloy 
2019,6605.11895752201,1,delhi,37.0,19.8,136000,True,350,Royal Enfield Bullet Twinspark Kickstart 
2019,6605.11895752201,1,delhi,30.0,18.0,135000,True,350,Royal Enfield Standard 
2019,81315.0,1,chandigarh,42.0,16.0,150000,False,150,Yamaha YZF-R15 
2020,6605.11895752201,1,delhi,42.0,23.2,105000,True,200,Bajaj Pulsar NS
2019,43574.0,1,hyderabad,25.0,26.1,190000,False,500,Royal Enfield Bullet 
2021,1600.0,1,mumbai,26.0,42.3,296000,False,390,KTM RC 
2013,25000.0,3,rajkot,35.0,25.0,74400,False,200,KTM Duke 
2017,17415.0,2,rajkot,35.0,19.8,138880,False,350,Royal Enfield Classic 
2020,7000.0,1,rajkot,40.0,18.7,148800,False,150,Yamaha YZF-R15 V3 
2013,51000.0,2,rajkot,38.0,18.28,62496,False,150,Honda CBR 
2019,6605.11895752201,1,rajkot,30.0,18.0,143840,True,350,Royal Enfield Standard 
2017,6605.11895752201,1,delhi,42.0,23.2,75000,True,200,Bajaj Pulsar NS
2013,6605.11895752201,1,bangalore,71.0,9.0,40000,True,110,Honda CB Twister 
2018,29000.0,1,pune,40.0,19.8,155000,False,350,Royal Enfield Thunderbird 
2000,27000.0,2,bangalore,30.0,18.0,100000,False,350,Royal Enfield Machismo 
2017,35000.0,1,bangalore,57.0,12.0,45000,False,125,Bajaj V12 
2020,15000.0,1,jaipur,55.0,15.0,93000,False,160,Hero Xtreme 
2018,6000.0,1,hyderabad,32.0,24.5,172000,False,410,Royal Enfield Himalayan 
2017,16020.0,1,gandhinagar,32.0,24.5,150000,False,410,Royal Enfield Himalayan 
2017,52000.0,1,bangalore,45.0,14.3,62000,False,150,Bajaj Avenger Street 
2015,6605.11895752201,1,mumbai,42.0,23.2,45650,True,200,Bajaj Pulsar AS
2010,31200.0,1,mumbai,35.0,19.8,69512,False,350,Royal Enfield Classic 
2013,27000.0,1,mumbai,40.0,19.0,35000,False,220,Bajaj Avenger 
2016,26000.0,1,bangalore,26.0,42.3,128000,False,390,KTM RC 
2016,416242.0,1,bangalore,25.0,26.01,120000,False,500,Royal Enfield Bullet 
2021,3300.0,1,bangalore,28.91,30.0,210000,False,330,Jawa Perak 
2012,6605.11895752201,1,bengaluru,71.0,9.0,22500,True,110,Honda CB Twister 
2019,20000.0,1,varanasi,65.0,17.0,86948,False,180,Bajaj Pulsar 
2010,16804.314654761907,2,bangalore,60.0,15.2,29500,True,160,TVS Apache RTR 
2018,12500.0,1,hyderabad,40.15,18.7,125000,False,150,Yamaha YZF-R15 V3 
2021,800.0,1,neyyattinkara,35.0,19.1,236000,False,350,Royal Enfield Classic 
2018,2200.0,1,delhi,95.0,7.4,48000,False,133.7,TVS Sport Electric Start 
2021,2762.0,1,siliguri,85.0,8.08,78000,False,202,TVS Star City Plus Dual Tone BS6 
2017,6605.11895752201,1,vadodara,65.0,10.0,45000,True,125,Honda CB Shine 
2011,39000.0,1,vadodara,65.0,14.2,20500,False,150,Hero CBZ Xtreme 
2013,21000.0,1,vadodara,5.0,8.2,35500,False,100,Hero Passion Pro 
2021,3500.0,1,kolkata,22.0,33.0,250000,False,310,TVS Apache RR
2017,20000.0,1,vadodara,5.0,8.2,45000,False,100,Hero Passion Pro 
2013,16804.314654761907,2,dehradun,35.0,23.19,45000,True,200,Bajaj Pulsar NS
2008,30000.0,1,vadodara,5.0,8.2,24500,False,100,Hero Passion Pro 
2011,6605.11895752201,1,vadodara,80.0,9.100000000000016,23000,True,100,Bajaj Discover 
2018,11690.0,1,hyderabad,53.0,19.0,70000,False,220,Bajaj Avenger Street 
2019,2500.0,1,mumbai,64.87,14.3,135000,False,125,KTM Duke 
2018,3500.0,1,mumbai,35.0,25.1,166000,False,200,KTM RC 
2016,16799.0,2,bangalore,53.0,19.0,54998,False,220,Bajaj Avenger Street 
2015,6605.11895752201,1,bangalore,70.0,12.82,32000,True,150,Bajaj Discover 
2014,18113.0,1,bangalore,37.0,19.0,90000,False,350,Royal Enfield Electra 
2020,8500.0,1,mumbai,45.0,14.3,100000,False,220,Bajaj Avenger Street 
2019,6605.11895752201,1,ghazipur,60.0,15.2,70000,True,160,TVS Apache RTR 
2019,29000.0,1,wardha,43.0,20.3,150000,False,250,Yamaha FZ25 
2013,21421.0,4,bangalore,25.0,44.0,108000,False,390,KTM Duke 
2016,11600.0,1,bangalore,26.0,42.3,162899,False,390,KTM RC 
